status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
901254039928419_1384620114925140,#Startups should not worry about failures. Nirmala Sitharaman talks about hand holding by #StartupIndia to avoid any eventuality.,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1384620014925150/?type=3,2017-08-29 03:24:10,51,7,2,49,2,0,0,0,0,0
901254039928419_1383879501665868,Another innovative initiative by Nirmala Sitharaman. Artificial Intelligence changing Indian economic landscape.#AIForNewIndia #StartupIndia,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1383879354999216/?type=3,2017-08-28 04:49:25,40,4,6,40,0,0,0,0,0,0
901254039928419_1383881731665645,Join and connect with the experts of the #startup ecosystem. #StartupIndia,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1383881558332329/?type=3,2017-08-28 04:53:52,44,2,5,42,2,0,0,0,0,0
901254039928419_1383880394999112,Get knowledge and build your entrepreneurial skills at the #StartupIndia hub.,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1383879968332488/?type=3,2017-08-28 04:51:18,75,3,2,73,1,0,1,0,0,0
901254039928419_1381018428618642,"This #StartupThursday know about incubation in tier 2, 3 cities & mentoring support for #startups #StartupIndia",,video,https://www.facebook.com/StartupIndia/videos/1381018428618642/,2017-08-24 11:15:59,85,3,14,82,2,1,0,0,0,0
901254039928419_1380894885297663,"Mentorship and incubators in tier 2 & 3 cities, now open to all aspiring entrepreneurs! stay tuned for  #StartupThursday #StartupIndia",,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380894548631030/?type=3,2017-08-24 08:06:34,25,3,5,25,0,0,0,0,0,0
901254039928419_1380849718635513,#StartupIndia is coming up with incubation & mentorship in tier 2 & 3 cities! Follow #StartupThursday to know abt it!,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380849611968857/?type=3,2017-08-24 06:51:16,20,3,2,20,0,0,0,0,0,0
901254039928419_1380788335308318,#StartupIndia #Generationext is an opportunity for students to be a part of the #startup ecosystem and be the new age entrepreneurs.,,video,https://www.facebook.com/StartupIndia/videos/1380788335308318/,2017-08-24 04:57:49,4,0,2,4,0,0,0,0,0,0
901254039928419_1380706205316531,Take the first step in the journey from Classroom to Boardroom with #StartupIndia.,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380706115316540/?type=3,2017-08-24 01:51:15,54,4,13,52,2,0,0,0,0,0
901254039928419_1380791368641348,Be a step ahead! Register for the #StartupIndia learning program & progress in your #startup journey. http://startupindia.gov.in/learning-development,,video,https://www.facebook.com/StartupIndia/videos/1380791005308051/,2017-08-24 05:04:10,6,0,1,5,0,1,0,0,0,0
901254039928419_1379303775456774,Looking to #startup? Have queries? Access resources at #StartupIndia Hub. Watch the explainer video here. www.startupindiahub.org.in,StartupIndia Hub,video,https://www.facebook.com/StartupIndia/videos/1379303775456774/,2017-08-22 06:11:23,116,11,74,109,5,1,1,0,0,0
901254039928419_1380793875307764,#StartupIndia recognises 3000+ #startups. Have you applied yet?,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380793611974457/?type=3,2017-08-24 05:08:56,15,2,6,14,1,0,0,0,0,0
901254039928419_1378743205512831,"Gunjan Mehrish, Founder-Idea Chakki, speaks about FFS as a source of funding.Listen to his entrepreneurial journey #WED2017",World Entrepreneurs' Day 2017,video,https://www.facebook.com/StartupIndia/videos/1378743205512831/,2017-08-21 12:36:03,65,2,5,64,1,0,0,0,0,0
901254039928419_1378648385522313,"Mr. Devesh Rai founder and CEO of Wydr, expresses how he was helped by #StartupIndia through Fund of Funds capital. #WorldEntrepreneursDay",World Entrepreneurs' Day 2017,video,https://www.facebook.com/StartupIndia/videos/1378648385522313/,2017-08-21 10:20:40,105,1,12,105,0,0,0,0,0,0
901254039928419_1378529522200866,"Joint Secy, DIPP motivates & supports entrepreneurs in their #startup journey with #StartupIndia. #WorldEntrepreneursDay",World Entrepreneurs' Day 2017,video,https://www.facebook.com/StartupIndia/videos/1378529522200866/,2017-08-21 07:27:11,72,1,7,72,0,0,0,0,0,0
901254039928419_1378506678869817,"Founder & CEO, Daboya is thankful to #StartupIndia hub for connecting his #startup with the right people. #WED2017",World Entrepreneurs' Day 2017,video,https://www.facebook.com/StartupIndia/videos/1378506678869817/,2017-08-21 06:17:19,73,0,2,72,1,0,0,0,0,0
901254039928419_1378461642207654,"Director OneIndig, talks about easy recognition process & benefits available under #StartupIndia initiative. #WorldEntrepreneursDay",World Entrepreneurs' Day 2017,video,https://www.facebook.com/StartupIndia/videos/1378461642207654/,2017-08-21 04:48:46,107,2,20,103,3,1,0,0,0,0
901254039928419_1378419698878515,"Listen to Founder & CEO Ashvini Jakhar of Prozo.com, sharing how the #StartupIndia Learning Program helped him in his #startup journey. #WorldEntrepreneursDay",World Entrepreneurs' Day 2017,video,https://www.facebook.com/StartupIndia/videos/1378419698878515/,2017-08-21 03:10:47,84,2,8,82,2,0,0,0,0,0
901254039928419_1378385908881894,Nirmala Sitharaman : Wishing all entrepreneurs success in their #startup journey on World Entrepreneurs' Day.,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1378385502215268/?type=3,2017-08-21 01:59:32,201,0,39,189,8,4,0,0,0,0
901254039928419_1380796005307551,"Tax exemptions on income tax, capital gains & on investments above FMV. A major boon for #startups. http://startupindia.gov.in  #StartupIndia",,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380795745307577/?type=3,2017-08-24 05:14:27,84,2,17,80,2,1,0,0,1,0
901254039928419_1380794981974320,Sowing the seeds of entrepreneurship early in schools. #StartupIndia to set up 941 Tinkering Labs in schools to rev up the startup culture.,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380794595307692/?type=3,2017-08-24 05:11:43,9,0,3,8,1,0,0,0,0,0
901254039928419_1380798755307276,Revised definition of #startups adds momentum to the spirit of entrepreneurship! #StartupIndia,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380798528640632/?type=3,2017-08-24 05:20:16,22,4,6,20,1,1,0,0,0,0
901254039928419_1380797758640709,Get to know the essential terms of the #startup world. #Patent #StartupIndia,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380797578640727/?type=3,2017-08-24 05:18:21,19,2,2,17,1,1,0,0,0,0
901254039928419_1380797058640779,Confused between accelerator and incubator? Clarify your doubts with #StartupIndia #Accelerator,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380796855307466/?type=3,2017-08-24 05:16:54,7,0,4,7,0,0,0,0,0,0
901254039928419_1375488982504920,Look for your queries being addressed on Intellectual Property Rights. #StartupThursday #StartupIndia,StartupThursday on Intellectual Property Rights,video,https://www.facebook.com/StartupIndia/videos/1375488982504920/,2017-08-17 10:23:18,104,6,19,100,4,0,0,0,0,0
901254039928419_1380805465306605,"Startups exempted from submitting EMD in Govt.
tenders. Participating in tenders becomes easy now. #StartupIndia",,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380805231973295/?type=3,2017-08-24 05:21:45,51,6,11,49,1,1,0,0,0,0
901254039928419_1380806381973180,"Become a mentor and get access to 1000+ #startups. Because when they grow, you grow. #StartupIndia",,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380806031973215/?type=3,2017-08-24 05:23:25,33,0,6,32,0,1,0,0,0,0
901254039928419_1380807418639743,Play a vital role in the life cycle of a #startup. Become a mentor. #StartupIndia,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380807308639754/?type=3,2017-08-24 05:25:29,11,0,0,11,0,0,0,0,0,0
901254039928419_1373539536033198,Wishing everyone a very happy 71st Independence Day.  #StartupIndia,Happy Independence Day,video,https://www.facebook.com/StartupIndia/videos/1373539536033198/,2017-08-15 02:08:02,17,3,4,15,2,0,0,0,0,0
901254039928419_1380810981972720,Get insights from industry experts. Become L&D program certified. #StartupIndia http://startupindia.gov.in/learning-development/,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380810811972737/?type=3,2017-08-24 05:33:08,37,0,8,35,2,0,0,0,0,0
901254039928419_1380808628639622,"Register for L&D program. 1,60,000+ startups already getting benefited. #StartupIndia http://startupindia.gov.in/learning-development/",,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380808118639673/?type=3,2017-08-24 05:27:36,60,0,13,57,3,0,0,0,0,0
901254039928419_1380812675305884,Startups to focus on core business ideas. #StartupIndia,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380812481972570/?type=3,2017-08-24 05:36:48,28,0,3,27,0,1,0,0,0,0
901254039928419_1380812111972607,"Conviction, determination & persistence are the pre-requisites of hard work, which when put together pays off. #StartupIndia",,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1380811845305967/?type=3,2017-08-24 05:35:18,15,0,1,15,0,0,0,0,0,0
901254039928419_1369799476407204,Watch your queries on incubation facility for #startups being addressed. #StartupThursday #StartupIndia,StartupThursday on Incubation facility for startups,video,https://www.facebook.com/StartupIndia/videos/1369799476407204/,2017-08-10 12:00:03,54,3,2,52,1,0,1,0,0,0
901254039928419_1363939743659844,"Watch Rajiv Aggarwal, Joint Secretary, DIPP talking about relaxed procurement norms for #startups #StartupThursday #StartupIndia",StartupThursday on Relaxed Procurement Norms,video,https://www.facebook.com/StartupIndia/videos/1363939743659844/,2017-08-03 10:47:49,133,7,25,132,1,0,0,0,0,0
901254039928419_1361900300530455,"Engage with us, take your pick. #StartupIndia hub now in English, Hindi, Kannada, Telugu & Tamil bit.ly/2t5rhoK",,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1361900227197129/?type=3,2017-08-01 01:48:04,52,4,7,49,2,1,0,0,0,0
901254039928419_1361899653863853,"2,500 #startups recognised and counting. A milestone achieved by #StartupIndia. Join the startup revolution today!",,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1361899473863871/?type=3,2017-08-01 01:46:42,60,5,8,56,2,0,2,0,0,0
901254039928419_1357995227587629,The answers to all your queries are here on #StartupIndia Hub. Watch the video to know more. #StartupThursday,StartupThursday on Start-up India Hub,video,https://www.facebook.com/StartupIndia/videos/1357995227587629/,2017-07-27 09:13:34,293,14,24,286,3,4,0,0,0,0
901254039928419_1357234407663711,#StartupThursday session on the #Startup India hub. Tune in to get all the information you need.,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1357234020997083/?type=3,2017-07-27 02:30:00,17,0,2,16,0,1,0,0,0,0
901254039928419_1357233014330517,Get answers to all your queries about the hub. Watch out for the #StartupThursday session to know more. #StartupIndia,,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1357232844330534/?type=3,2017-07-26 12:37:03,22,0,1,22,0,0,0,0,0,0
901254039928419_1356684997718652,Way to go #IIGP2.0! Such a great initiative to preserve India's talent. #StartupIndia,IIGP 2.0,photo,https://www.facebook.com/IIGP2.0/photos/a.1630863510522388.1073741828.1549276305347776/1928796667395736/?type=3,2017-07-26 01:03:34,19,1,0,19,0,0,0,0,0,0
901254039928419_1355513134502505,,IIGP 2.0,photo,https://www.facebook.com/IIGP2.0/photos/a.1630863510522388.1073741828.1549276305347776/1928298347445568/?type=3,2017-07-25 01:46:40,51,3,0,51,0,0,0,0,0,0
901254039928419_1355512894502529,,IIGP 2.0,photo,https://www.facebook.com/IIGP2.0/photos/a.1630863510522388.1073741828.1549276305347776/1928215234120546/?type=3,2017-07-25 01:46:21,36,1,0,36,0,0,0,0,0,0
901254039928419_1351028858284266,"Watch your queries on #StartupIndia learning and development programme being addressed. To register, log onto bit.ly/2iU2saA #StartupThursday",StartupThursday on StartupIndia Learning & Development Programme,video,https://www.facebook.com/StartupIndia/videos/1351028858284266/,2017-07-20 07:03:06,94,7,11,89,3,2,0,0,0,0
901254039928419_1347859381934547,Watch out how Jignesh from Ahmadabad gets benefited with #StartupIndia learning prog. Enroll at bit.ly/2iU2saA to live your #startup dream.,Start-up India Learning Program,video,https://www.facebook.com/StartupIndia/videos/1347859381934547/,2017-07-17 02:35:56,65,5,15,64,0,1,0,0,0,0
901254039928419_1344731825580636,Look out for Sukhwinder from Chandigarh determining his #startup journey through #StartupIndia learning prog. Register now bit.ly/2iU2saA,Start-up India Learning Program,video,https://www.facebook.com/StartupIndia/videos/1344731825580636/,2017-07-14 01:27:44,44,1,2,43,1,0,0,0,0,0
901254039928419_1343828915670927,"Watch Bishakha Bhattacharya, Senior Director & Head of Public Policy, NASSCOM, addressing queries on approaching an incubator for your start-up ideas. #StartupThursday #StartupIndia",StarupThursday by StartupIndia,video,https://www.facebook.com/StartupIndia/videos/1343828915670927/,2017-07-13 06:41:15,169,4,18,167,2,0,0,0,0,0
901254039928419_1342821502438335,,Young Turks,video,https://www.facebook.com/cnbcyoungturks/videos/1462966273769868/,2017-07-12 04:01:11,13,1,0,13,0,0,0,0,0,0
901254039928419_1337259752994510,"India-Israel Innovation Bridge, a vision to solve problems in 3 focused sectors. #StartupIndia #IndiaIsraelStartup",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1337259752994510/?type=3,2017-07-06 08:00:00,46,4,5,45,1,0,0,0,0,0
901254039928419_1337259096327909,"India-Israel Innovation Bridge, calling best of the minds from both the countries for addressing global challenges. #StartupIndia #IndiaIsraelStartup",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1337259096327909/?type=3,2017-07-06 07:30:00,34,5,3,31,2,1,0,0,0,0
901254039928419_1337257716328047,"India-Israel Innovation Bridge, rewards that can change the face of your entrepreneurial journey. Your golden chance is here! #StartupIndia #IndiaIsraelStartup",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1337257716328047/?type=3,2017-07-06 07:00:00,71,10,9,65,5,0,0,0,1,0
901254039928419_1337257116328107,"India-Israel Innovation Bridge, a revolutionary platform for startups and innovators from both the countries. #StartupIndia #IndiaIsraelStartup",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1337257116328107/?type=3,2017-07-06 06:30:00,30,0,1,30,0,0,0,0,0,0
901254039928419_1337261942994291,"India Israel Innovation Bridge, opening the doors of opportunity for startups, innovators and visionaries. A platform to discuss global challenges. Are you ready? #StartupIndia #IndiaIsraelStartup",,video,https://www.facebook.com/StartupIndia/videos/1337261942994291/,2017-07-06 06:00:00,25,5,3,24,1,0,0,0,0,0
901254039928419_1334429929944159,4900+ applicants have completed the 4-week #StartupIndia learning program! Register and boost your #startup journey today!,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334429929944159/?type=3,2017-07-06 02:30:00,46,5,5,45,1,0,0,0,0,0
901254039928419_1334428676610951,No letter of recommendation required any longer! Get recognized by #StartupIndia bit.ly/2oyV36v,"Startupindia, Department of Ministry of Commerce and Industry, Government of India",link,http://bit.ly/2oyV36v,2017-07-05 23:30:00,55,5,6,55,0,0,0,0,0,0
901254039928419_1334429083277577,Getting funding becomes easier. 67 startups have received funding under Fund of Funds for Startups already! #StartupIndia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334429083277577/?type=3,2017-07-05 07:30:00,92,14,10,85,5,0,2,0,0,0
901254039928419_1334427093277776,470+ applicants have already availed benefits under the SIPP scheme. When are you applying? #StartupIndia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334427093277776/?type=3,2017-07-05 02:30:00,36,1,4,35,1,0,0,0,0,0
901254039928419_1334426029944549,Faster exit possible! #Startups can wind up businesses within a period of 90 days. #StartupIndia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334426029944549/?type=3,2017-07-04 23:30:00,32,2,2,31,0,0,1,0,0,0
901254039928419_1334423856611433,#StartupIndia has guided many #entrepreneurs on the path of success. Grab your chance of touching heights with it's learning program.,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334423856611433/?type=3,2017-07-04 07:30:00,12,0,1,12,0,0,0,0,0,0
901254039928419_1334423056611513,Starting up was never this easy. #StartupIndia is changing the #startup scenario for better #entrepreneurs. bit.ly/2iU2saA,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334423056611513/?type=3,2017-07-04 02:30:00,42,2,2,40,1,0,1,0,0,0
901254039928419_1334410806612738,#StartupIndia learning program unlocking many new opportunities for everyone. Have you enrolled for the program yet? bit.ly/2iU2saA,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334410806612738/?type=3,2017-07-03 23:30:00,35,3,3,33,1,1,0,0,0,0
901254039928419_1334409133279572,Listen to the #entrepreneurs who got answers to their questions by #StartupIndia experts. bit.ly/2iU2saA,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334409133279572/?type=3,2017-07-03 05:57:00,21,0,3,20,1,0,0,0,0,0
901254039928419_1334411876612631,#StartupIndia Learning & Development Program - A starting point for hundreds of future’s big things…bit.ly/2iU2saA,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334411713279314/?type=3,2017-07-03 05:52:09,36,1,1,35,1,0,0,0,0,0
901254039928419_1334407059946446,"#StartupIndia learning program have benefited hundreds of budding #entrepreneurs. 
You can be the next! http://bit.ly/2iU2saA",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1334406849946467/?type=3,2017-07-03 05:40:22,27,0,0,26,0,1,0,0,0,0
901254039928419_1330702306983588,"An interactive session to get your queries answered around #StartupIndia, #MakeInIndia & More...?",#ASKNIRMALA,video,https://www.facebook.com/StartupIndia/videos/1330702306983588/,2017-06-29 06:10:07,102,57,16,91,8,1,1,0,1,0
901254039928419_1330575773662908,Get answers to all your #startup queries from @CIMGOI facebook live on today. Post your queries using #AskNirmala #StartupIndia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1330575773662908/?type=3,2017-06-29 03:52:59,82,20,8,80,1,0,0,0,1,0
901254039928419_1328177783902707,"Nirmala Sitharaman, Minister - Commerce & Industry will take all your questions live at 4:30 pm this Thursday, 29th June. Send in your questions with #AskNirmala",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1328177783902707/?type=3,2017-06-26 23:26:11,92,13,21,89,1,2,0,0,0,0
901254039928419_1324052380981914,"Sameer Garg, from AxisBank addressing #StartupThursday queries about support offered by private banks for funding 

https://youtu.be/mizT4iua1Qc",StartupThursday by StartupIndia,video,https://youtu.be/mizT4iua1Qc,2017-06-22 08:52:37,41,2,3,40,1,0,0,0,0,0
901254039928419_1323317317722087,#StartupIndia wishes everyone a happy and healthy international yoga day!,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1323317317722087/?type=3,2017-06-21 10:14:50,38,2,4,36,2,0,0,0,0,0
901254039928419_1323374987716320,"We are here to help! Meet the entrepreneurs who have benefited from the #StartupIndia initiative.

https://www.youtube.com/watch?v=orzNC8lClKk",StartupIndia,video,https://www.youtube.com/watch?v=orzNC8lClKk,2017-06-21 11:38:21,43,5,7,42,1,0,0,0,0,0
901254039928419_1323374334383052,"Attention all entrepreneurs! Starting up becomes easier now. The #StartupIndiaHub is here!
https://www.youtube.com/watch?v=FdhYuQD8MXw&feature=youtu.be",StartupIndia Launches Hub,video,https://www.youtube.com/watch?v=FdhYuQD8MXw&feature=youtu.be,2017-06-21 11:37:35,54,5,13,52,2,0,0,0,0,0
901254039928419_1321283774592108,#StartupIndiaHub. All you need to know about starting up becomes simpler. Register today for an exciting startup journey. https://www.startupindiahub.org.in/,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1321283774592108/?type=3,2017-06-19 05:26:00,49,4,5,49,0,0,0,0,0,0
901254039928419_1321329461254206,"#StartupIndiaHub,a platform for all stakeholders of #startup ecosystem to discover, connect & engage. https://www.startupindiahub.org.in/",StartupIndia Hub Launch,video,https://www.facebook.com/StartupIndia/videos/1321329461254206/,2017-06-19 04:44:21,81,18,32,75,2,2,2,0,0,0
901254039928419_1321303194590166,Catch the live action. Panel discussion in session at the #StartupIndiaHub launch.,StartupIndia Hub Launch,video,https://www.youtube.com/attribution_link?a=3A9xlKhh0JU&u=%2Fwatch%3Fv%3DgbEREdDBloM%26feature%3Dshare,2017-06-19 03:50:41,34,5,4,34,0,0,0,0,0,0
901254039928419_1321282051258947,"All geared for the launch of #StartupIndiaHub @ Le Meridien, Delhi. Follow for live updates. #StartupIndia",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1321282051258947/?type=3,2017-06-19 03:11:28,37,9,5,37,0,0,0,0,0,0
901254039928419_1320293801357772,Bring in your startup-related queries and get the answers you’ve been looking for. Find out tomorrow. #StartupIndiaHub,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1320293801357772/?type=3,2017-06-18 03:15:18,35,9,3,35,0,0,0,0,0,0
901254039928419_1317624431624709,#StartupThursday facebook live session.,,video,https://www.facebook.com/StartupIndia/videos/1317624431624709/,2017-06-15 07:06:20,125,82,15,112,7,4,2,0,0,0
901254039928419_1317501008303718,30 minutes to go! #StartupThursday session has all answers to your #startup related queries. Block your time for the facebook live session.,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1317501008303718/?type=3,2017-06-15 06:30:08,38,3,2,37,1,0,0,0,0,0
901254039928419_470973963248295,,Facebook Live With Experts,event,https://www.facebook.com/events/470973963248295/,2017-06-15 04:02:32,8,2,0,8,0,0,0,0,0,0
901254039928419_1317497141637438,Get answers to all your #startup related queries by our expert panel today at 5:30pm. Stay tuned.  #StartupThursday,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1317497141637438/?type=3,2017-06-15 03:59:04,21,2,6,21,0,0,0,0,0,0
901254039928419_1314576091929543,"78 days in the US, 38 cities to cover, 500 US #startups to be reached - agenda of the #MentorOnRoad initiative. #StartupIndia",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1314576091929543/?type=3,2017-06-14 00:29:00,32,1,2,30,1,1,0,0,0,0
901254039928419_1316357845084701,Join the #StartupThursday Facebook live session on 15th June @ 5:30PM & get your #startup queries addressed by experts.,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1316357845084701/?type=3,2017-06-13 22:25:41,39,7,14,37,0,2,0,0,0,0
901254039928419_1314575185262967,"#MentorOnRoad, a unique initiative by the govt. to promote the Indian market for US #startups. #StartupIndia",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1314575185262967/?type=3,2017-06-13 04:45:00,61,4,3,60,0,1,0,0,0,0
901254039928419_1314572458596573,#MentorOnRoad initiative starting from 4th June & ending on 17th Sept aims to showcase the India opportunities to US #startups. #StartupIndia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1314572458596573/?type=3,2017-06-12 03:17:40,51,4,1,50,0,1,0,0,0,0
901254039928419_1310491675671318,‪Watch #StartupIndia team addressing #StartupThursday queries.‬,,video,https://www.facebook.com/StartupIndia/videos/1310491675671318/,2017-06-08 03:12:48,288,24,28,280,4,3,0,1,0,0
901254039928419_1308465385873947,"#StartupIndia resolves 50,000+ startup queries with the highest number of calls from Maharashtra, UP & Delhi amounting to 44%.",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1308465385873947/?type=3,2017-06-06 03:32:39,50,1,8,49,1,0,0,0,0,0
901254039928419_1341177742602711,"Watch Bishakha Bhattacharya, Sr. Director & Head Public Policy,NASSCOM, addressing #startup related queries. #StartupThursday #StartupIndia",,video,https://www.facebook.com/StartupIndia/videos/1341171292603356/,2017-07-10 09:48:29,37,2,4,36,1,0,0,0,0,0
901254039928419_1303791033008049,"Watch JS DIPP, Rajiv Aggarwal addressing #StartupThursday queries around the revised #Startup definition",#StartupThursday,video,https://www.facebook.com/StartupIndia/videos/1303791033008049/,2017-06-01 08:25:34,195,9,29,190,5,0,0,0,0,0
901254039928419_1298962206824265,"Improvement in products/services, employment creation, scalability-part of new definition of #startups #StartupIndia http://bit.ly/2jtRRpE",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1298962206824265/?type=3,2017-05-28 23:19:00,100,4,25,99,0,1,0,0,0,0
901254039928419_1298961730157646,#StartupIndia relaxes eligibility criteria for #startups. Visit http://bit.ly/2jtRRpE  to know more.,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1298961730157646/?type=3,2017-05-28 00:18:00,100,4,21,95,1,4,0,0,0,0
901254039928419_1298960943491058,The #startup definition has been simplified! No need of a Letter of recommendation for #startups! Visit http://bit.ly/2jtRRpE  #StartupIndia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1298960943491058/?type=3,2017-05-27 00:00:00,168,12,16,164,2,2,0,0,0,0
901254039928419_1298134613573691,Joint Secretary Rajiv Aggarwal explains what the new Startup definition entails #startupindia. https://youtu.be/bi455OEaTW4,New Startup definition,video,https://youtu.be/bi455OEaTW4,2017-05-25 23:30:00,54,6,12,52,1,1,0,0,0,0
901254039928419_1298066383580514,Reach out to #StartupIndia for all your #startup related queries with #StartupThursday; just post using #MOCIseva and tag Startup India,StartupThursday,video,https://www.facebook.com/StartupIndia/videos/1298066383580514/,2017-05-25 11:02:36,231,14,19,227,4,0,0,0,0,0
901254039928419_1297929763594176,Starting up made simpler! Check the new notification here bit.ly/2k8n9iY #startupindia,"Startupindia, Department of Ministry of Commerce and Industry, Government of India",link,http://bit.ly/2k8n9iY,2017-05-25 07:22:50,76,1,8,76,0,0,0,0,0,0
901254039928419_1292867710767048,Smt Nirmala Sitharaman will be talking about 3 years of the Govt. including #startupindia at 12:00 pm tomorrow. Join us at https://t.co/tC0ahBRnw4,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1292867710767048/?type=3,2017-05-19 10:49:16,144,4,16,140,3,0,0,1,0,0
901254039928419_1284332724953880,#StartupIndia provided guidance to an electric vehicle manufacturing #startup focused on selling electric two wheelers. #Successstory,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1284332724953880/?type=3,2017-05-15 00:01:00,115,3,11,108,3,3,1,0,0,0
